feature1,feature2,target
-3.0353,-5.5118,0.0000
3.1224,-2.4136,0.0000
8.3326,2.7774,0.0000
-0.3867,-16.3921,0.0000
-0.7838,-2.0580,0.0000
0.6767,2.3111,0.0000
-7.8061,0.7680,0.0000
-8.9361,8.6841,0.0000
-14.3237,-17.3248,0.0000
-16.5550,-11.2339,0.0000
-12.8338,8.6926,0.0000
-7.2855,-14.3987,0.0000
2.8007,-9.1057,0.0000
-13.6580,1.1309,0.0000
-0.6365,-8.0447,0.0000
4.8528,-4.0963,0.0000
6.3186,-1.4808,0.0000
5.9116,-4.2342,0.0000
-13.5382,12.1456,0.0000
-8.8204,-6.3919,0.0000
-9.9028,-6.4238,0.0000
-3.3013,-3.5872,0.0000
-0.3729,7.5451,0.0000
-5.8433,-13.6318,0.0000
-13.2762,-9.6603,0.0000
-16.7194,0.7752,0.0000
-8.4875,-7.1769,0.0000
-5.0132,-14.7763,0.0000
-11.0292,-0.2770,0.0000
-0.6702,-8.1022,0.0000
7.6737,-14.1401,0.0000
-7.4149,-6.6159,0.0000
-24.5516,8.5627,0.0000
-2.4357,-12.3121,0.0000
9.3582,-0.9004,0.0000
-1.9933,-9.2490,0.0000
-4.2564,-15.6798,0.0000
0.5652,-7.6211,0.0000
-4.0617,3.4144,0.0000
-3.0068,-3.1627,0.0000
-3.0645,-10.1329,0.0000
0.8520,5.8035,0.0000
0.3116,1.1944,0.0000
-11.1410,-11.0745,0.0000
-15.0861,3.6258,0.0000
-6.7793,4.7989,0.0000
-10.4734,-8.0626,0.0000
-4.3320,1.4502,0.0000
-4.5747,-3.5221,0.0000
-4.8843,-3.7597,0.0000
-12.8153,-4.4335,0.0000
-6.3061,-5.3978,0.0000
-1.5536,-9.7647,0.0000
-5.5916,-7.0815,0.0000
-2.0789,0.4934,0.0000
-11.6880,-0.8986,0.0000
9.4605,-15.2981,0.0000
-10.8112,-11.1640,0.0000
-6.9537,6.3599,0.0000
-4.9065,-9.8629,0.0000
-0.6474,-9.1986,0.0000
2.8639,-2.8631,0.0000
4.7215,-9.6294,0.0000
16.2160,0.7721,0.0000
-0.4179,-5.3583,0.0000
-10.0792,-11.0744,0.0000
-5.9518,-10.5809,0.0000
-3.0213,-10.7827,0.0000
-0.6524,1.6929,0.0000
-9.9409,3.3488,0.0000
-6.6656,3.0870,0.0000
-1.9328,2.8563,0.0000
-11.9791,-5.7476,0.0000
5.1600,-9.3263,0.0000
-19.2604,-18.5981,0.0000
-22.5451,-19.7991,0.0000
-7.8815,3.9497,0.0000
-8.0956,-2.7353,0.0000
-5.7699,-4.9402,0.0000
-6.1774,-6.2193,0.0000
-1.7719,-13.2319,0.0000
2.0709,1.4401,0.0000
-6.3654,0.6378,0.0000
-9.9094,-8.7606,0.0000
-3.9062,-6.3315,0.0000
-8.1412,-9.7071,0.0000
-8.9025,1.5742,0.0000
-18.6033,-2.5325,0.0000
-6.6551,0.0947,0.0000
-1.3945,-24.4777,0.0000
-0.9075,-2.7301,0.0000
-4.8470,-8.2807,0.0000
0.9730,-7.8912,0.0000
7.8430,-1.0493,0.0000
9.9648,-10.4987,0.0000
-17.2915,0.0035,0.0000
0.9689,-4.7525,0.0000
-15.7716,-8.1353,0.0000
-0.6741,-6.2892,0.0000
-5.8119,-6.2282,0.0000
-11.5374,-8.7311,0.0000
-14.9859,7.3757,0.0000
-8.3276,-1.6567,0.0000
-12.1532,0.5617,0.0000
-18.1121,1.4443,0.0000
-5.2476,9.7742,0.0000
-14.1457,-4.4653,0.0000
-2.4294,3.6303,0.0000
-7.9600,-4.3947,0.0000
-19.9973,-10.8112,0.0000
-1.8387,2.7292,0.0000
-6.9722,9.3945,0.0000
7.3217,-5.4246,0.0000
-21.8945,-17.4430,0.0000
-10.4450,2.8109,0.0000
-2.8281,-19.6597,0.0000
-6.6014,6.2935,0.0000
-7.6236,-10.2498,0.0000
9.3824,-4.6261,0.0000
-8.3541,-2.5488,0.0000
-4.8798,-8.0040,0.0000
3.4592,2.8099,0.0000
0.8860,-5.7202,0.0000
3.0283,-5.3479,0.0000
-1.7335,2.2358,0.0000
0.6619,7.5283,0.0000
-1.8410,-16.7884,0.0000
-13.1212,4.4507,0.0000
-7.3190,-2.2942,0.0000
-10.9602,2.0062,0.0000
-7.6938,5.2068,0.0000
-8.7256,2.8269,0.0000
-0.2792,-10.0567,0.0000
2.6930,-11.3114,0.0000
-10.7573,0.0520,0.0000
-9.3774,-9.1569,0.0000
-7.4073,-12.0012,0.0000
2.3150,-0.7404,0.0000
-5.4853,-5.7587,0.0000
-1.8489,7.3573,0.0000
1.0968,-8.5592,0.0000
0.4419,-5.8314,0.0000
-6.3930,8.0653,0.0000
-7.9326,-8.3543,0.0000
-18.6647,-14.8163,0.0000
-1.8421,-9.8644,0.0000
-1.3921,-12.8041,0.0000
-10.3712,-0.2780,0.0000
5.2262,-0.8527,0.0000
3.3848,6.9322,0.0000
2.2806,-11.4291,0.0000
-5.7374,-0.5886,0.0000
-7.9039,-1.8364,0.0000
-16.0541,-10.8004,0.0000
-1.2978,-20.6596,0.0000
-12.7540,-5.1240,0.0000
-17.0358,-4.6002,0.0000
-10.5968,-7.0412,0.0000
-6.8129,-3.6749,0.0000
-8.9465,-4.3722,0.0000
-9.2081,-1.1075,0.0000
6.8567,-3.6219,0.0000
-3.8109,-13.1481,0.0000
-0.1464,-10.3065,0.0000
-10.6619,-1.0979,0.0000
-3.7327,2.7502,0.0000
5.1001,-8.7778,0.0000
-4.1014,7.3229,0.0000
1.7658,-0.0087,0.0000
4.1434,-9.2322,0.0000
-0.5439,4.8648,0.0000
6.3464,-10.6433,0.0000
-6.7617,-2.3210,0.0000
-7.0230,-7.7427,0.0000
-0.2120,-7.4739,0.0000
-17.5154,-2.4671,0.0000
-7.9714,-10.1207,0.0000
-15.9602,2.0968,0.0000
-20.5898,-16.8953,0.0000
-6.9309,3.6027,0.0000
4.1679,-13.0849,0.0000
-6.2434,-15.5732,0.0000
2.0784,-15.3359,0.0000
-6.0024,2.2309,0.0000
-6.5569,5.2911,0.0000
-11.0901,-2.4157,0.0000
0.9730,-5.9780,0.0000
4.7042,-1.1631,0.0000
-16.4621,22.7102,0.0000
-0.4595,-4.2486,0.0000
-14.7917,-4.4276,0.0000
-8.2196,-0.4895,0.0000
-2.3983,7.9711,0.0000
-4.0042,-1.4055,0.0000
-2.3928,-6.0394,0.0000
-6.2838,2.7070,0.0000
0.4602,-9.4061,0.0000
-12.7941,-5.4719,0.0000
3.1301,-5.1927,0.0000
7.2250,-10.4255,0.0000
-4.0085,-22.6141,0.0000
-9.1697,-7.1638,0.0000
-1.4234,6.9746,0.0000
-4.7554,5.1774,0.0000
-0.3682,1.9045,0.0000
-8.2631,4.6949,0.0000
-12.5107,-1.5339,0.0000
-11.6644,-8.6270,0.0000
-15.2298,-8.6144,0.0000
-2.5422,-5.4814,0.0000
-14.4344,5.2952,0.0000
-2.6395,2.0565,0.0000
0.4966,-9.6541,0.0000
-18.6153,-11.4080,0.0000
3.5761,-12.3748,0.0000
0.7123,-9.2868,0.0000
-2.2482,-17.7674,0.0000
3.1695,-5.2777,0.0000
1.2008,-3.6710,0.0000
0.5864,-5.7135,0.0000
0.2035,-15.5670,0.0000
-12.5650,0.0783,0.0000
-5.2742,-6.6013,0.0000
-6.2573,-1.4879,0.0000
-9.1534,-1.4278,0.0000
-11.4105,-7.8508,0.0000
1.8947,2.4988,0.0000
-12.6801,0.8704,0.0000
-12.2743,0.1312,0.0000
-18.2917,-12.8198,0.0000
-8.5628,-6.1654,0.0000
4.9653,1.3280,0.0000
6.0283,3.4463,0.0000
-6.9800,-6.8643,0.0000
2.4828,-4.7174,0.0000
-6.0990,-14.3464,0.0000
-5.7452,-24.5370,0.0000
-8.1928,-11.8592,0.0000
-0.1520,-8.3507,0.0000
-7.3034,4.4297,0.0000
-12.3435,-2.7834,0.0000
-18.2669,-4.3719,0.0000
-2.1281,1.0191,0.0000
-11.2908,-2.7624,0.0000
-2.7729,-5.1346,0.0000
-3.9499,-1.7553,0.0000
-2.2148,-11.9721,0.0000
-13.3710,12.5419,0.0000
8.4385,-14.7419,0.0000
-1.8485,-0.6079,0.0000
0.2594,-4.0172,0.0000
-11.4881,-6.2769,0.0000
-8.4379,-4.0594,0.0000
-6.8786,-5.9217,0.0000
2.1299,3.6139,0.0000
-13.2677,-8.2195,0.0000
-10.5356,3.5661,0.0000
-5.4156,5.1429,0.0000
-8.3431,-4.8180,0.0000
-14.4409,4.1177,0.0000
-7.5383,-15.3961,0.0000
-9.1472,-21.1344,0.0000
-5.2227,-4.2126,0.0000
-2.9835,5.4868,0.0000
-7.1068,0.6522,0.0000
-2.8143,-6.3533,0.0000
-19.5376,1.6325,0.0000
-8.5278,-4.8743,0.0000
-13.8932,-3.0190,0.0000
-4.2438,-4.7941,0.0000
-5.9436,2.3445,0.0000
1.7635,0.0814,0.0000
18.2476,-9.2016,0.0000
-7.6566,-12.1036,0.0000
-1.9481,-9.8124,0.0000
-23.8885,-13.4934,0.0000
-4.4942,2.0685,0.0000
-15.8986,-9.2871,0.0000
-5.9755,-10.0998,0.0000
-1.2819,-4.9720,0.0000
-2.7511,-10.0765,0.0000
5.7558,-5.0026,0.0000
4.0548,-8.0730,0.0000
-0.8697,-9.7557,0.0000
-11.6564,-9.9305,0.0000
-5.3211,-6.5311,0.0000
5.7744,-13.0409,0.0000
-12.6324,6.9013,0.0000
-0.7385,-18.1699,0.0000
-1.5191,-3.3387,0.0000
-20.0111,-7.5869,0.0000
-5.1222,0.1198,0.0000
1.6815,-4.3298,0.0000
2.2342,-6.0239,0.0000
-11.0025,-11.5393,0.0000
-1.2015,-18.7072,0.0000
-0.2553,-12.7460,0.0000
-7.5146,-1.4623,0.0000
3.5256,-18.5848,0.0000
-10.6432,-4.6566,0.0000
-9.1726,1.0314,0.0000
-19.6047,-2.4674,0.0000
-2.0186,-4.6564,0.0000
2.7157,-13.6070,0.0000
2.7603,-9.9204,0.0000
0.0789,-7.2694,0.0000
0.7004,0.4633,0.0000
-15.2484,-6.0814,0.0000
-5.6470,-6.6651,0.0000
-10.2896,7.9601,0.0000
-3.5363,5.8851,0.0000
-8.9840,-12.4326,0.0000
-4.0743,-8.9427,0.0000
11.7310,-3.2820,0.0000
3.0682,-6.5697,0.0000
-7.2824,-5.2164,0.0000
-2.5100,0.9471,0.0000
-5.8551,-9.7660,0.0000
-12.4751,-5.5368,0.0000
-0.9893,-1.7944,0.0000
-5.1247,-9.2010,0.0000
-3.9726,-0.9974,0.0000
-5.2577,-4.2134,0.0000
-6.0535,1.4085,0.0000
-8.0674,-3.7013,0.0000
-2.2390,0.0787,0.0000
5.4712,-0.2718,0.0000
-0.8055,-15.2917,0.0000
-0.7552,11.0560,0.0000
-10.8101,-12.1366,0.0000
-6.5026,2.1487,0.0000
-1.3267,-8.3399,0.0000
-5.2519,2.2593,0.0000
-0.2917,12.0021,0.0000
2.0398,-2.5250,0.0000
-0.6969,-7.4429,0.0000
-11.8444,-3.7963,0.0000
-1.5661,-14.7670,0.0000
-8.6565,-7.5848,0.0000
-3.1405,-6.8233,0.0000
-1.8843,-4.3132,0.0000
2.4223,-16.9782,0.0000
6.5999,4.9237,0.0000
-4.6478,-0.4477,0.0000
-0.7542,-10.1610,0.0000
-3.8473,0.4472,0.0000
-2.8313,2.3592,0.0000
-4.3350,-4.4347,0.0000
-10.3746,-7.5518,0.0000
-8.2180,6.9384,0.0000
-3.3165,-11.9960,0.0000
-2.2098,-6.3440,0.0000
-26.3764,-1.6410,0.0000
-15.8689,-0.9507,0.0000
-11.7288,-15.2083,0.0000
-1.5396,-15.4594,0.0000
-8.1269,-3.5694,0.0000
-0.7144,0.2142,0.0000
-5.2540,-10.8268,0.0000
8.4667,-9.2419,0.0000
7.6251,-8.1677,0.0000
3.1290,2.4898,0.0000
-12.3187,-2.5130,0.0000
0.2877,-0.0931,0.0000
-6.3926,-2.8863,0.0000
-7.7628,-13.2027,0.0000
1.8881,-8.9178,0.0000
4.6583,-0.7828,0.0000
-11.2485,-6.1284,0.0000
-7.0047,-11.0962,0.0000
-1.4900,-8.3503,0.0000
6.4218,1.0262,0.0000
-11.1613,-5.1330,0.0000
-6.5873,-15.9516,0.0000
1.5188,1.6487,0.0000
1.4785,-8.1989,0.0000
2.4829,-6.4683,0.0000
1.5460,7.6877,0.0000
-4.0192,-14.9340,0.0000
-7.2183,-0.5131,0.0000
3.5391,-12.9365,0.0000
-6.3338,-3.3666,0.0000
-1.9550,1.3730,0.0000
-11.6391,-7.9643,0.0000
2.0558,-2.2537,0.0000
-1.8613,2.8773,0.0000
-4.2716,-1.3040,0.0000
-7.2019,-14.4151,0.0000
-14.0668,-4.4798,0.0000
-6.3969,-9.5822,0.0000
-2.7739,-11.2319,0.0000
-4.2206,-5.1367,0.0000
-10.8799,-21.0874,0.0000
5.1957,-2.7835,0.0000
-23.6489,-7.9850,0.0000
-2.2435,-6.5970,0.0000
-0.9377,-11.8129,0.0000
-3.7738,-5.3744,0.0000
-6.2814,-6.5472,0.0000
-3.6017,1.5290,0.0000
-8.7108,-7.8507,0.0000
-3.8760,-5.8410,0.0000
-2.3008,0.0280,0.0000
4.0383,-5.8151,0.0000
-20.9411,-5.4874,0.0000
-2.5229,-6.3087,0.0000
8.9273,-7.0276,1.0000
13.5559,7.7318,1.0000
-0.5775,3.9000,1.0000
3.9462,14.2612,1.0000
13.9315,20.6033,1.0000
14.5355,0.5385,1.0000
0.1355,17.9151,1.0000
20.9668,8.3358,1.0000
13.9116,-0.5342,1.0000
-3.6075,1.7818,1.0000
7.4997,6.3504,1.0000
8.3892,6.5629,1.0000
14.7551,19.9928,1.0000
10.2534,24.2100,1.0000
5.5592,6.3243,1.0000
12.7141,7.5164,1.0000
18.2394,5.5122,1.0000
19.2589,11.3592,1.0000
27.9582,6.7512,1.0000
8.5811,11.0196,1.0000
-5.2672,14.2159,1.0000
13.3659,10.7652,1.0000
-0.8108,-0.8259,1.0000
14.1063,18.2263,1.0000
21.1613,3.7319,1.0000
2.7844,8.0964,1.0000
-3.8301,5.8775,1.0000
15.9625,21.4422,1.0000
11.9541,21.4839,1.0000
12.8761,11.3395,1.0000
8.7999,11.3086,1.0000
8.2160,9.0136,1.0000
5.3668,11.8132,1.0000
10.1011,-0.3571,1.0000
8.3151,4.0103,1.0000
-4.3374,13.3872,1.0000
20.9108,26.5881,1.0000
20.9369,3.9044,1.0000
18.2267,17.8393,1.0000
-3.9148,16.0290,1.0000
14.3902,11.1397,1.0000
12.0203,10.4082,1.0000
21.4236,7.1875,1.0000
8.6004,10.0517,1.0000
11.9296,-2.3427,1.0000
19.7158,11.5834,1.0000
13.9839,11.3812,1.0000
8.6949,7.5133,1.0000
10.6728,11.0644,1.0000
18.0868,12.4224,1.0000
9.0656,23.9060,1.0000
1.0440,0.6185,1.0000
12.4822,8.5134,1.0000
-2.4222,7.8144,1.0000
5.0254,17.9179,1.0000
5.6512,17.3543,1.0000
13.2185,8.5557,1.0000
10.1482,13.0006,1.0000
-6.1563,12.2895,1.0000
7.3462,22.5854,1.0000
5.1611,17.9979,1.0000
-7.6045,15.7024,1.0000
11.9327,8.2709,1.0000
9.1538,8.1761,1.0000
12.9610,9.0603,1.0000
-2.5142,8.6993,1.0000
25.6431,10.3279,1.0000
12.0355,6.9336,1.0000
11.2184,11.2456,1.0000
8.1716,16.0428,1.0000
3.5385,9.0886,1.0000
13.5354,8.1310,1.0000
1.4328,13.9078,1.0000
3.1249,6.8688,1.0000
4.2030,9.2249,1.0000
6.9943,6.6779,1.0000
14.7669,22.3383,1.0000
7.4974,13.6586,1.0000
7.5121,10.6926,1.0000
17.8943,10.3521,1.0000
4.2912,4.8905,1.0000
5.6828,9.9069,1.0000
16.0061,0.4884,1.0000
2.7390,3.5282,1.0000
-2.2458,19.2815,1.0000
9.7453,23.3055,1.0000
0.0297,19.0593,1.0000
5.0885,7.1484,1.0000
3.0772,3.3510,1.0000
0.7338,11.5143,1.0000
0.8006,8.3074,1.0000
9.9356,14.6663,1.0000
10.7027,12.2493,1.0000
13.6009,9.8792,1.0000
12.5434,3.1420,1.0000
4.5717,23.2826,1.0000
9.9179,5.0265,1.0000
19.6592,8.9021,1.0000
5.4746,-0.1429,1.0000
15.4564,2.3959,1.0000
6.2268,14.5087,1.0000
11.2854,9.3950,1.0000
8.5021,18.0215,1.0000
25.6119,6.1587,1.0000
13.9823,23.5016,1.0000
17.5534,5.1922,1.0000
6.9852,5.8142,1.0000
3.6059,5.6327,1.0000
11.8331,5.8908,1.0000
16.1334,10.8628,1.0000
7.2201,16.2026,1.0000
12.2328,11.8541,1.0000
17.2803,14.0129,1.0000
9.2377,16.5629,1.0000
12.1652,30.4212,1.0000
17.6908,18.0725,1.0000
19.0370,10.5589,1.0000
19.1903,10.1635,1.0000
4.1818,6.0521,1.0000
13.6957,-0.9278,1.0000
11.4585,4.9015,1.0000
15.0275,4.7768,1.0000
23.1061,15.3747,1.0000
1.1180,22.3113,1.0000
8.4092,4.9077,1.0000
2.8334,13.9744,1.0000
20.5317,5.9510,1.0000
3.0167,2.0221,1.0000
20.4748,21.6951,1.0000
7.5607,13.7639,1.0000
9.9797,9.5756,1.0000
16.7482,13.0867,1.0000
12.3064,7.9519,1.0000
15.7092,8.0260,1.0000
10.3495,11.5363,1.0000
1.5919,7.9063,1.0000
7.8118,10.7084,1.0000
2.2173,1.6941,1.0000
21.3642,18.0951,1.0000
16.2233,22.7737,1.0000
12.9372,9.3624,1.0000
13.3752,-3.1550,1.0000
2.3134,15.3105,1.0000
10.2283,1.0565,1.0000
14.6098,16.9923,1.0000
14.6752,9.7879,1.0000
4.1477,10.7532,1.0000
12.9885,7.4899,1.0000
14.2213,12.2010,1.0000
12.3318,-4.2278,1.0000
17.5677,22.0707,1.0000
7.1827,-0.3383,1.0000
14.4725,6.7404,1.0000
3.2309,18.5240,1.0000
0.3163,15.0220,1.0000
1.2659,20.2359,1.0000
13.6159,8.1982,1.0000
11.0456,14.0746,1.0000
15.8093,15.7945,1.0000
13.8271,6.6583,1.0000
14.6486,0.8207,1.0000
17.0287,16.1110,1.0000
19.7586,5.8785,1.0000
11.3035,16.0080,1.0000
12.2250,7.0133,1.0000
12.1513,10.4762,1.0000
16.9699,5.6008,1.0000
12.3764,12.0505,1.0000
15.3013,9.4898,1.0000
10.8912,9.5034,1.0000
10.2385,10.0585,1.0000
7.7128,29.7911,1.0000
4.0926,1.7861,1.0000
4.4306,5.0296,1.0000
10.0801,20.0165,1.0000
21.8187,11.6613,1.0000
-7.4875,12.6905,1.0000
0.8254,6.4951,1.0000
1.9519,12.9794,1.0000
5.6137,15.4048,1.0000
13.3411,8.3195,1.0000
10.5639,16.4219,1.0000
7.3951,16.4093,1.0000
9.8648,11.8858,1.0000
15.5947,19.3207,1.0000
13.6457,10.4086,1.0000
15.0448,-0.8181,1.0000
21.4727,0.7216,1.0000
16.3260,6.0509,1.0000
13.5508,9.1840,1.0000
12.1251,4.3945,1.0000
-5.1244,12.8466,1.0000
5.7965,5.4595,1.0000
4.9227,23.8909,1.0000
5.9247,12.2877,1.0000
1.8769,20.6617,1.0000
6.1061,-8.2045,1.0000
28.9836,2.3130,1.0000
19.1625,15.1315,1.0000
14.5653,8.3796,1.0000
11.3244,18.5676,1.0000
7.8935,11.7592,1.0000
16.4980,10.5837,1.0000
7.0251,20.1618,1.0000
12.3918,9.1238,1.0000
4.5687,2.9608,1.0000
16.2565,16.6449,1.0000
-5.1950,5.6916,1.0000
16.7542,26.9701,1.0000
25.0525,16.5931,1.0000
19.6133,6.3081,1.0000
15.4217,1.3398,1.0000
6.0669,12.2468,1.0000
25.1756,15.2357,1.0000
11.9168,8.8094,1.0000
0.7429,14.2200,1.0000
7.5563,11.6733,1.0000
3.7747,10.8488,1.0000
-0.7592,13.5273,1.0000
19.2381,16.3977,1.0000
24.7968,12.2719,1.0000
13.5375,13.6041,1.0000
3.8419,25.0726,1.0000
16.9200,8.3002,1.0000
3.6802,14.0706,1.0000
16.0028,10.9652,1.0000
11.3025,8.6832,1.0000
9.9808,19.3460,1.0000
19.8043,-0.5012,1.0000
10.9722,1.5713,1.0000
0.6501,14.1017,1.0000
4.1090,-12.0735,1.0000
14.5161,18.9750,1.0000
24.2714,7.2259,1.0000
20.1181,-8.3471,1.0000
2.6962,13.6328,1.0000
13.3007,19.2429,1.0000
16.6968,9.4290,1.0000
20.7047,14.8054,1.0000
22.0196,4.3701,1.0000
12.1018,6.9928,1.0000
15.6414,8.4631,1.0000
8.2370,0.7146,1.0000
12.1574,17.8084,1.0000
17.0574,-11.1122,1.0000
-1.3375,24.0360,1.0000
8.6866,8.9574,1.0000
18.1573,11.3765,1.0000
5.5719,8.5311,1.0000
23.2801,0.3303,1.0000
19.1086,7.8133,1.0000
8.1014,23.0404,1.0000
5.4999,15.8454,1.0000
7.4586,-0.0245,1.0000
8.8379,18.1825,1.0000
8.6988,13.8460,1.0000
11.3199,10.3278,1.0000
7.0775,10.9225,1.0000
-4.2303,6.8617,1.0000
-2.6276,11.8879,1.0000
12.4826,4.4275,1.0000
15.6092,12.7708,1.0000
12.0550,7.4702,1.0000
13.3096,17.3794,1.0000
5.3769,4.2821,1.0000
18.3231,-6.2290,1.0000
-8.3210,-2.7031,1.0000
11.2722,11.0666,1.0000
13.4755,10.5318,1.0000
20.7617,21.0305,1.0000
18.1131,1.9094,1.0000
12.5450,3.9366,1.0000
6.4950,2.8365,1.0000
10.0750,13.8089,1.0000
10.5508,1.6464,1.0000
-0.6822,4.6654,1.0000
4.5565,15.4899,1.0000
7.7650,8.6793,1.0000
8.9015,17.6779,1.0000
21.4528,12.9894,1.0000
8.2619,19.8175,1.0000
13.0677,7.0523,1.0000
17.0740,11.4506,1.0000
-0.0382,14.3883,1.0000
12.0988,-2.9965,1.0000
-5.0573,10.9541,1.0000
14.7835,14.2601,1.0000
0.4731,7.5709,1.0000
14.6661,-0.7503,1.0000
10.5970,11.4933,1.0000
16.4663,-7.1772,1.0000
11.0149,24.1269,1.0000
5.6515,7.7863,1.0000
16.6779,4.6580,1.0000
18.0987,13.7837,1.0000
-1.0185,10.7042,1.0000
-0.2129,16.6678,1.0000
-1.7647,-2.6823,1.0000
2.0389,4.3785,1.0000
19.2046,9.8722,1.0000
12.0370,17.5243,1.0000
5.1153,5.9517,1.0000
4.0678,15.4943,1.0000
21.4329,11.8112,1.0000
5.6370,6.3575,1.0000
2.2138,15.1180,1.0000
2.5595,8.2176,1.0000
1.8173,-3.2962,1.0000
-7.7797,3.7703,1.0000
11.5265,7.7753,1.0000
8.4350,2.5003,1.0000
3.4782,2.5261,1.0000
11.4786,24.3336,1.0000
9.0454,0.4150,1.0000
18.9084,3.0100,1.0000
13.9027,6.9014,1.0000
10.5676,34.0286,1.0000
4.7673,5.8932,1.0000
12.6266,9.8464,1.0000
7.1575,5.1811,1.0000
14.1335,17.5416,1.0000
3.3354,2.0450,1.0000
22.8093,0.0239,1.0000
15.0073,13.0739,1.0000
2.2792,15.3165,1.0000
2.2775,2.3731,1.0000
0.2731,15.8400,1.0000
6.8546,17.5968,1.0000
4.3290,14.3026,1.0000
19.8519,9.3979,1.0000
2.1218,7.6020,1.0000
18.7972,15.1737,1.0000
7.2981,-2.2106,1.0000
15.0088,21.4163,1.0000
21.5402,13.0295,1.0000
8.6628,4.4972,1.0000
5.9918,-1.5483,1.0000
24.9419,9.8112,1.0000
26.6908,9.4785,1.0000
-1.3282,23.0310,1.0000
3.9812,6.9346,1.0000
21.5399,20.2114,1.0000
-4.1834,10.0074,1.0000
2.3733,13.7740,1.0000
22.6852,6.3776,1.0000
20.4526,3.4995,1.0000
25.2059,4.2204,1.0000
6.7566,12.0787,1.0000
0.1958,20.8473,1.0000
2.5099,14.2977,1.0000
0.9761,10.7685,1.0000
9.9263,7.2823,1.0000
13.4245,2.1822,1.0000
20.6531,11.4171,1.0000
-9.5401,24.0389,1.0000
13.1690,20.8750,1.0000
8.7614,-5.8383,1.0000
7.0620,1.4175,1.0000
9.7306,6.6209,1.0000
11.4631,-2.3509,1.0000
10.3765,6.7829,1.0000
14.4346,-1.8461,1.0000
7.0245,21.6088,1.0000
1.7326,15.1664,1.0000
19.3135,9.9294,1.0000
16.9196,17.2901,1.0000
20.9883,7.4252,1.0000
9.2139,15.6289,1.0000
4.7805,10.3364,1.0000
5.1100,-6.3033,1.0000
12.3444,21.9170,1.0000
7.3955,10.5901,1.0000
6.8283,4.8133,1.0000
10.9527,17.5105,1.0000
25.5109,15.7853,1.0000
3.2705,0.0109,1.0000
19.1478,12.2170,1.0000
