feature1,feature2,target
-11.2455,-0.6676,0.0000
-4.1809,-7.3358,0.0000
-0.4134,-3.6904,0.0000
-4.0396,-6.3573,0.0000
-4.7625,-8.4115,0.0000
-3.2223,-5.8373,0.0000
-4.7003,-2.3121,0.0000
-4.3633,-4.4131,0.0000
-4.3817,-6.6396,0.0000
-3.1306,-1.5489,0.0000
-3.3033,-3.0213,0.0000
-6.9617,-6.9404,0.0000
-8.2219,-2.2446,0.0000
-5.5684,-1.8699,0.0000
-6.7484,-5.9783,0.0000
-4.7866,-2.9396,0.0000
-4.8642,-4.5279,0.0000
-4.9630,-4.6038,0.0000
-7.4965,-4.8190,0.0000
-5.4172,-5.1271,0.0000
-3.8991,-6.5220,0.0000
-5.1890,-5.6649,0.0000
-4.0669,-3.2452,0.0000
-7.1364,-3.6899,0.0000
-0.3808,-8.2896,0.0000
-6.8563,-6.9690,0.0000
-5.6241,-1.3712,0.0000
-4.9701,-6.5534,0.0000
-3.6096,-6.3412,0.0000
-2.4880,-4.3174,0.0000
-1.8946,-6.4788,0.0000
1.7772,-3.1562,0.0000
-3.5363,-5.1145,0.0000
-6.6225,-6.9404,0.0000
-5.3041,-6.7827,0.0000
-4.3679,-6.8472,0.0000
-3.6112,-2.8620,0.0000
-6.5783,-2.3331,0.0000
-5.5321,-2.4167,0.0000
-4.0202,-2.4904,0.0000
-7.2294,-5.2388,0.0000
-1.7545,-6.3820,0.0000
-9.5553,-9.3438,0.0000
-10.6046,-9.7274,0.0000
-5.9205,-2.1411,0.0000
-5.9889,-4.2766,0.0000
-5.2459,-4.9809,0.0000
-5.3761,-5.3895,0.0000
-3.9688,-7.6296,0.0000
-2.7413,-2.9428,0.0000
-5.4362,-3.1991,0.0000
-6.5683,-6.2013,0.0000
-4.6506,-5.4253,0.0000
-6.0034,-6.5036,0.0000
-6.2466,-2.9000,0.0000
-9.3454,-4.2118,0.0000
-5.5287,-3.3726,0.0000
-3.8483,-11.2219,0.0000
-3.6927,-4.2749,0.0000
-4.9511,-6.0480,0.0000
-3.0920,-5.9236,0.0000
-0.8974,-3.7380,0.0000
-0.2197,-6.7565,0.0000
-8.9264,-3.4017,0.0000
-3.0933,-4.9209,0.0000
-8.4408,-6.0015,0.0000
-3.6181,-5.4118,0.0000
-5.2594,-5.3923,0.0000
-7.0883,-6.1919,0.0000
-8.1899,-1.0467,0.0000
-6.0630,-3.9320,0.0000
-7.2850,-3.2234,0.0000
-9.1885,-2.9414,0.0000
-5.0791,-0.2805,0.0000
5.0785,8.1708,1.0000
8.8212,10.7568,1.0000
7.0545,8.1933,1.0000
3.2093,6.1437,1.0000
9.0098,10.4690,1.0000
7.3700,12.5982,1.0000
11.9360,7.8644,1.0000
2.6032,4.0252,1.0000
6.2607,10.4951,1.0000
8.6938,3.3171,1.0000
7.4885,11.6076,1.0000
7.1619,6.3230,1.0000
12.5943,8.1194,1.0000
6.9286,8.7830,1.0000
8.0384,7.0404,1.0000
10.7022,10.4948,1.0000
9.8802,7.7699,1.0000
10.5645,7.8889,1.0000
9.0434,10.3114,1.0000
9.8086,12.0020,1.0000
9.0091,4.2343,1.0000
5.4058,11.0189,1.0000
7.2592,8.8643,1.0000
6.0961,10.2380,1.0000
7.1395,11.2604,1.0000
6.8099,10.5002,1.0000
9.5080,6.3847,1.0000
10.4574,5.9839,1.0000
6.1609,9.6138,1.0000
6.6017,6.6721,1.0000
7.2310,5.7636,1.0000
10.3367,9.3607,1.0000
7.8450,7.7576,1.0000
9.0066,11.9474,1.0000
9.9475,6.8631,1.0000
9.7384,7.7344,1.0000
7.5550,12.1736,1.0000
7.0632,6.9285,1.0000
3.6350,4.8643,1.0000
9.0087,6.4461,1.0000
9.1525,5.5071,1.0000
6.2842,9.5084,1.0000
11.2667,9.3248,1.0000
10.6784,11.8116,1.0000
10.3257,5.9463,1.0000
7.7644,9.4092,1.0000
7.0724,9.0106,1.0000
4.4689,6.1471,1.0000
9.1826,2.9977,1.0000
5.5231,7.9604,1.0000
4.1553,8.1277,1.0000
6.2122,7.3480,1.0000
7.4209,8.4233,1.0000
6.7393,8.2005,1.0000
6.6558,9.2434,1.0000
11.7875,8.4402,1.0000
8.3798,5.3972,1.0000
9.5504,6.3049,1.0000
6.1914,9.2465,1.0000
8.4048,10.4757,1.0000
11.2264,6.7932,1.0000
8.2871,11.9364,1.0000
10.1612,9.5944,1.0000
10.9208,6.6481,1.0000
9.4234,11.1512,1.0000
11.6245,6.1973,1.0000
7.4372,8.8558,1.0000
7.3538,7.1239,1.0000
9.5295,7.2098,1.0000
4.0021,8.8091,1.0000
7.0508,6.3642,1.0000
4.4989,10.2670,1.0000
3.0200,4.2002,1.0000
7.3832,10.7480,1.0000
10.9286,5.4174,1.0000
7.6028,4.6225,1.0000
10.2611,4.6983,1.0000
7.6798,10.3098,1.0000
7.5027,11.2874,1.0000
6.0546,8.8255,1.0000
9.9080,7.6876,1.0000
11.0999,9.2257,1.0000
4.3386,16.8517,1.0000
9.4504,8.2400,1.0000
4.8722,8.1828,1.0000
6.9715,9.4408,1.0000
8.8311,12.1435,1.0000
8.3181,9.1482,1.0000
8.8328,7.6680,1.0000
7.5899,10.4619,1.0000
9.7442,6.5925,1.0000
5.5103,7.8493,1.0000
10.5971,7.9384,1.0000
11.9051,6.2669,1.0000
8.3167,2.3734,1.0000
6.6680,7.3088,1.0000
9.1425,11.8252,1.0000
8.0781,11.2511,1.0000
9.4796,10.2056,1.0000
6.9576,11.0969,1.0000
5.6008,9.1072,1.0000
5.8711,6.8414,1.0000
4.7322,6.8454,1.0000
8.7851,7.8462,1.0000
4.9863,11.2887,1.0000
8.7540,10.2541,1.0000
9.7558,6.5133,1.0000
3.6507,5.9530,1.0000
10.7395,5.6442,1.0000
9.8247,6.6306,1.0000
8.8790,3.9216,1.0000
10.6097,7.9113,1.0000
9.9808,8.4245,1.0000
9.7845,7.7721,1.0000
9.6622,4.6245,1.0000
5.5835,9.6222,1.0000
7.9124,7.4885,1.0000
7.5984,9.1219,1.0000
6.6732,9.1411,1.0000
5.9522,7.0894,1.0000
10.2024,10.3954,1.0000
5.5467,9.8752,1.0000
5.6763,9.6391,1.0000
3.7541,5.5021,1.0000
6.8619,7.6277,1.0000
11.1833,10.0214,1.0000
11.5229,10.6981,1.0000
7.3675,7.4045,1.0000
10.3903,8.0903,1.0000
7.6490,5.0144,1.0000
7.7619,1.7591,1.0000
6.9801,5.8089,1.0000
9.5486,6.9297,1.0000
7.2642,11.0122,1.0000
5.6542,8.7081,1.0000
3.7621,8.2006,1.0000
8.9174,9.9227,1.0000
5.9905,8.7148,1.0000
8.7114,7.9570,1.0000
8.3354,9.0365,1.0000
8.8897,5.7729,1.0000
5.3260,13.6035,1.0000
12.2928,4.8881,1.0000
9.0067,9.4030,1.0000
9.6800,8.3139,1.0000
5.9275,7.5921,1.0000
6.9018,8.3005,1.0000
7.3999,7.7056,1.0000
10.2776,10.7516,1.0000
5.3590,6.9716,1.0000
6.2317,10.7363,1.0000
7.8672,11.2400,1.0000
6.9321,8.0581,1.0000
4.9842,10.9126,1.0000
7.1892,4.6791,1.0000
6.6752,2.8461,1.0000
7.9289,8.2515,1.0000
8.6442,11.3499,1.0000
7.3270,9.8055,1.0000
8.6982,7.5677,1.0000
3.3561,10.1187,1.0000
6.8731,8.0402,1.0000
5.1592,8.6328,1.0000
8.2416,8.0658,1.0000
7.6986,10.3461,1.0000
10.1605,9.6232,1.0000
15.4262,6.6579,1.0000
7.1514,5.7308,1.0000
8.9749,6.4627,1.0000
1.9663,5.2869,1.0000
8.1616,10.2580,1.0000
4.5186,6.6305,1.0000
7.6884,6.3709,1.0000
9.1877,8.0089,1.0000
8.7184,6.3784,1.0000
11.4358,7.9992,1.0000
10.8925,7.0184,1.0000
9.3194,6.4809,1.0000
5.8737,6.4250,1.0000
7.8974,7.5109,1.0000
11.4418,5.4314,1.0000
5.5619,11.8017,1.0000
9.3613,3.7930,1.0000
9.1119,8.5307,1.0000
3.2049,7.1736,1.0000
7.9610,9.6355,1.0000
10.1343,8.2141,1.0000
10.3109,7.6729,1.0000
6.0826,5.9111,1.0000
9.2134,3.6214,1.0000
9.5156,5.5256,1.0000
7.1968,9.1301,1.0000
10.7234,3.6605,1.0000
6.1973,8.1097,1.0000
6.6671,9.9266,1.0000
3.3347,8.8090,1.0000
8.9524,8.1097,1.0000
10.4647,5.2506,1.0000
10.4789,6.4282,1.0000
9.6224,7.2751,1.0000
