feature1,feature2,target
-2.6771,-5.0551,0.0000
-1.5071,-6.5501,0.0000
-4.7167,-10.0326,0.0000
-6.1913,-5.6182,0.0000
-3.9781,-1.5787,0.0000
-4.9301,-2.0922,0.0000
-3.6766,-3.0273,0.0000
-5.9323,-2.2300,0.0000
-7.1459,-4.0097,0.0000
-6.9041,-6.0363,0.0000
-7.9228,-6.0327,0.0000
-4.2978,-5.1375,0.0000
-7.6955,-2.0585,0.0000
-4.3256,-2.9839,0.0000
-3.4295,-6.3297,0.0000
-8.8901,-6.8308,0.0000
-2.5497,-7.1071,0.0000
-3.3679,-6.2248,0.0000
-4.2138,-8.6478,0.0000
-2.6658,-5.0793,0.0000
-3.2283,-4.6203,0.0000
-3.4039,-5.2039,0.0000
-3.5133,-8.0191,0.0000
-7.1614,-3.5491,0.0000
-5.0784,-5.4575,0.0000
-5.3592,-3.9965,0.0000
-6.1867,-3.9794,0.0000
-6.8316,-5.8145,0.0000
-3.0301,-2.8575,0.0000
-7.1943,-3.3227,0.0000
-7.0784,-3.5340,0.0000
-8.7976,-7.2342,0.0000
-6.0179,-5.3330,0.0000
-2.1528,-3.1920,0.0000
-1.8491,-2.5868,0.0000
-5.5657,-5.5327,0.0000
-2.8621,-4.9193,0.0000
-5.3140,-7.6704,0.0000
-5.2129,-10.5820,0.0000
-5.9122,-6.9598,0.0000
-3.6149,-5.9573,0.0000
-5.6581,-2.3058,0.0000
-7.0981,-4.3667,0.0000
-8.7905,-4.8205,0.0000
-4.1795,-3.2803,0.0000
-6.7974,-4.3607,0.0000
-4.3637,-5.0385,0.0000
-4.7000,-4.0729,0.0000
-4.2042,-6.9920,0.0000
-7.3917,0.0120,0.0000
-1.1604,-7.7834,0.0000
-4.0996,-3.7451,0.0000
-3.4973,-4.7192,0.0000
-6.8537,-5.3648,0.0000
-5.9823,-4.7313,0.0000
-5.5367,-5.2634,0.0000
-2.9629,-2.5389,0.0000
-7.3622,-5.9199,0.0000
-6.5816,-2.5526,0.0000
-5.1187,-2.1020,0.0000
-5.9552,-4.9480,0.0000
-7.6974,-2.3949,0.0000
-5.7252,-7.9703,0.0000
-6.1849,-9.6098,0.0000
-5.0636,-4.7750,0.0000
-4.4238,-2.0038,0.0000
-5.6020,-3.3851,0.0000
-4.3755,-5.3866,0.0000
-9.1536,-3.1050,0.0000
-6.0079,-4.9641,0.0000
-7.5409,-4.4340,0.0000
-4.7839,-4.9412,0.0000
-5.2696,-2.9016,0.0000
-3.0676,-3.5482,0.0000
1.6422,-6.2005,0.0000
-5.7590,-7.0296,0.0000
-4.1280,-6.3750,0.0000
-10.3967,-7.4267,0.0000
-4.8555,-2.9804,0.0000
-8.1139,-6.2249,0.0000
-5.2787,-6.4571,0.0000
-3.9377,-4.9920,0.0000
-4.3575,-6.4504,0.0000
-1.9269,-5.0008,0.0000
-2.4129,-5.8780,0.0000
-3.8199,-6.3588,0.0000
-6.9018,-6.4087,0.0000
-5.0917,-5.4375,0.0000
-1.9216,-7.2974,0.0000
-7.1807,-1.5996,0.0000
-3.7824,-8.7628,0.0000
-4.0055,-4.5253,0.0000
-9.2889,-5.7391,0.0000
-5.0349,-3.5372,0.0000
-3.0910,-4.8085,0.0000
-2.9331,-5.2925,0.0000
-6.7150,-6.8684,0.0000
-3.9147,-8.9163,0.0000
-3.6444,-7.2131,0.0000
-5.7184,-3.9892,0.0000
-2.5641,-8.8814,0.0000
-6.6124,-4.9019,0.0000
-6.1922,-3.2768,0.0000
-9.1728,-4.2764,0.0000
-4.1482,-4.9018,0.0000
-2.7955,-7.4591,0.0000
-2.7828,-6.4058,0.0000
-3.5489,-5.6484,0.0000
-3.3713,-3.4391,0.0000
-7.9281,-5.3090,0.0000
-5.1849,-5.4758,0.0000
-6.5113,-1.2971,0.0000
-4.5818,-1.8900,0.0000
-6.1383,-7.1236,0.0000
-4.7355,-6.1265,0.0000
-0.2197,-4.5092,0.0000
-2.6948,-5.4485,0.0000
-5.6521,-5.0618,0.0000
-4.2886,-3.3008,0.0000
-5.2443,-6.3617,0.0000
-7.1358,-5.1534,0.0000
-3.8541,-4.0841,0.0000
-5.0356,-6.2003,0.0000
-4.7065,-3.8564,0.0000
-5.0736,-4.7753,0.0000
-5.3010,-3.1690,0.0000
-5.8764,-4.6289,0.0000
-4.2111,-3.5490,0.0000
-2.0082,-3.6491,0.0000
-3.8016,-7.9405,0.0000
-3.7872,-0.4126,0.0000
-6.6600,-7.0390,0.0000
-5.4293,-2.9575,0.0000
-3.9505,-5.9542,0.0000
-5.0720,-2.9259,0.0000
-3.6548,-0.1422,0.0000
-2.9886,-4.2929,0.0000
-3.7705,-5.6980,0.0000
-6.9555,-4.6561,0.0000
-4.0189,-7.7906,0.0000
-6.0447,-5.7385,0.0000
-4.4687,-5.5209,0.0000
-4.1098,-4.8038,0.0000
-2.8793,-8.4223,0.0000
-1.6858,-2.1647,0.0000
-4.8994,-3.6994,0.0000
-3.7869,-6.4746,0.0000
-4.6707,-3.4437,0.0000
-4.3804,-2.8974,0.0000
-4.8100,-4.8385,0.0000
-6.5356,-5.7291,0.0000
-5.9194,-1.5890,0.0000
-4.5190,-6.9989,0.0000
-4.2028,-5.3840,0.0000
-11.1075,-4.0403,0.0000
-8.1054,-3.8431,0.0000
-6.9225,-7.9166,0.0000
-4.0113,-7.9884,0.0000
-5.8934,-4.5912,0.0000
-3.7755,-3.5102,0.0000
-5.0726,-6.6648,0.0000
-1.1524,-6.2120,0.0000
-1.3928,-5.9050,0.0000
-2.6774,-2.8601,0.0000
-7.0911,-4.2894,0.0000
-3.4892,-3.5980,0.0000
-5.3979,-4.3961,0.0000
-5.7894,-7.3436,0.0000
-3.0320,-6.1194,0.0000
-2.2405,-3.7951,0.0000
-6.7853,-5.3224,0.0000
-5.5728,-6.7418,0.0000
-3.9971,-5.9572,0.0000
-1.7366,-3.2782,0.0000
-6.7604,-5.0380,0.0000
-5.4535,-8.1290,0.0000
-3.1375,-3.1004,0.0000
-3.1490,-5.9140,0.0000
-2.8620,-5.4195,0.0000
-3.1297,-1.3749,0.0000
-4.7198,-7.8383,0.0000
-5.6338,-3.7180,0.0000
-2.5603,-7.2676,0.0000
-5.3811,-4.5333,0.0000
-4.1300,-3.1792,0.0000
-6.8969,-5.8470,0.0000
-2.9841,-4.2153,0.0000
-4.1032,-2.7494,0.0000
-4.7919,-3.9440,0.0000
-5.6291,-7.6900,0.0000
-7.5905,-4.8514,0.0000
-5.3991,-6.3092,0.0000
-4.3640,-6.7805,0.0000
-4.7773,-5.0390,0.0000
-6.6800,-9.5964,0.0000
-2.0869,-4.3667,0.0000
-10.3283,-5.8529,0.0000
-4.2124,-5.4563,0.0000
-3.8393,-6.9465,0.0000
-4.6497,-5.1070,0.0000
-5.3661,-5.4421,0.0000
-4.6005,-3.1346,0.0000
-6.0602,-5.8145,0.0000
-4.6789,-5.2403,0.0000
-4.2288,-3.5634,0.0000
-2.4176,-5.2329,0.0000
-9.5546,-5.1392,0.0000
-4.2923,-5.3739,0.0000
7.6935,3.1350,1.0000
9.0160,7.3519,1.0000
4.9778,6.2572,1.0000
6.2703,9.2175,1.0000
9.1233,11.0295,1.0000
9.2958,5.2967,1.0000
5.1816,10.2615,1.0000
11.1334,7.5245,1.0000
9.1176,4.9902,1.0000
4.1122,5.6520,1.0000
7.2856,6.9572,1.0000
7.5398,7.0180,1.0000
9.3586,10.8551,1.0000
8.0724,12.0600,1.0000
6.7312,6.9498,1.0000
8.7755,7.2904,1.0000
10.3541,6.7178,1.0000
10.6454,8.3884,1.0000
13.1309,7.0718,1.0000
7.5946,8.2913,1.0000
3.6379,9.2045,1.0000
8.9617,8.2186,1.0000
4.9112,4.9069,1.0000
9.1732,10.3504,1.0000
11.1889,6.2091,1.0000
5.9384,7.4561,1.0000
4.0485,6.8221,1.0000
9.7036,11.2692,1.0000
8.5583,11.2811,1.0000
8.8217,8.3827,1.0000
7.6571,8.3739,1.0000
7.4903,7.7182,1.0000
6.6762,8.5181,1.0000
8.0289,5.0408,1.0000
7.5186,6.2887,1.0000
3.9036,8.9678,1.0000
11.1174,12.7395,1.0000
11.1248,6.2584,1.0000
10.3505,10.2398,1.0000
4.0243,9.7226,1.0000
9.2544,8.3256,1.0000
8.5772,8.1166,1.0000
11.2639,7.1964,1.0000
7.6001,8.0148,1.0000
8.5513,4.4735,1.0000
10.7759,8.4524,1.0000
9.1382,8.3946,1.0000
7.6271,7.2895,1.0000
8.1922,8.3041,1.0000
10.3105,8.6921,1.0000
7.7330,11.9731,1.0000
5.4411,5.3196,1.0000
8.7092,7.5753,1.0000
4.4508,7.3755,1.0000
6.5787,10.2623,1.0000
6.7575,10.1012,1.0000
8.9196,7.5873,1.0000
8.0423,8.8573,1.0000
3.3839,8.6541,1.0000
7.2418,11.5958,1.0000
6.6175,10.2851,1.0000
2.9702,9.6293,1.0000
8.5522,7.5060,1.0000
7.7582,7.4789,1.0000
8.8460,7.7315,1.0000
4.4245,7.6284,1.0000
12.4694,8.0937,1.0000
8.5816,7.1239,1.0000
8.3481,8.3559,1.0000
7.4776,9.7265,1.0000
6.1538,7.7396,1.0000
9.0101,7.4660,1.0000
5.5522,9.1165,1.0000
6.0357,7.1054,1.0000
6.3437,7.7785,1.0000
7.1412,7.0508,1.0000
9.3620,11.5252,1.0000
7.2850,9.0453,1.0000
7.2892,8.1979,1.0000
10.2555,8.1006,1.0000
6.3689,6.5401,1.0000
6.7665,7.9734,1.0000
9.7160,5.2824,1.0000
5.9254,6.1509,1.0000
4.5012,10.6518,1.0000
7.9272,11.8016,1.0000
5.1513,10.5884,1.0000
6.5967,7.1853,1.0000
6.0221,6.1003,1.0000
5.3525,8.4327,1.0000
5.3716,7.5164,1.0000
7.9816,9.3332,1.0000
8.2008,8.6427,1.0000
9.0288,7.9655,1.0000
8.7267,6.0406,1.0000
6.4491,11.7950,1.0000
7.9765,6.5790,1.0000
10.7598,7.6863,1.0000
6.7070,5.1020,1.0000
9.5590,5.8274,1.0000
6.9219,9.2882,1.0000
8.3673,7.8271,1.0000
7.5720,10.2919,1.0000
12.4605,6.9025,1.0000
9.1378,11.8576,1.0000
10.1581,6.6263,1.0000
7.1386,6.8041,1.0000
6.1731,6.7522,1.0000
8.5238,6.8259,1.0000
9.7524,8.2465,1.0000
7.2057,9.7722,1.0000
8.6379,8.5297,1.0000
10.0801,9.1465,1.0000
7.7822,9.8751,1.0000
8.6186,13.8346,1.0000
10.1974,10.3064,1.0000
10.5820,8.1597,1.0000
10.6258,8.0467,1.0000
6.3377,6.8720,1.0000
9.0559,4.8778,1.0000
8.4167,6.5433,1.0000
9.4364,6.5077,1.0000
11.7446,9.5356,1.0000
5.4623,11.5175,1.0000
7.5455,6.5450,1.0000
5.9524,9.1355,1.0000
11.0090,6.8431,1.0000
6.0048,5.7206,1.0000
10.9928,11.3415,1.0000
7.3031,9.0754,1.0000
7.9942,7.8787,1.0000
9.9280,8.8819,1.0000
8.6590,7.4148,1.0000
9.6312,7.4360,1.0000
8.0998,8.4390,1.0000
5.5977,7.4018,1.0000
7.3748,8.2024,1.0000
5.7764,5.6269,1.0000
11.2469,10.3129,1.0000
9.7781,11.6496,1.0000
8.8392,7.8178,1.0000
8.9644,4.2414,1.0000
5.8038,9.5173,1.0000
8.0652,5.4447,1.0000
9.3171,9.9978,1.0000
9.3358,7.9394,1.0000
6.3279,8.2152,1.0000
8.8538,7.2828,1.0000
9.2061,8.6289,1.0000
8.6662,3.9349,1.0000
10.1622,11.4488,1.0000
7.1951,5.0462,1.0000
9.2779,7.0687,1.0000
6.0660,10.4354,1.0000
5.2332,9.4349,1.0000
5.5045,10.9245,1.0000
9.0331,7.4852,1.0000
8.2987,9.1642,1.0000
9.6598,9.6556,1.0000
9.0935,7.0452,1.0000
9.3282,5.3774,1.0000
10.0082,9.7460,1.0000
10.7882,6.8224,1.0000
8.3724,9.7166,1.0000
8.6357,7.1467,1.0000
8.6147,8.1361,1.0000
9.9914,6.7431,1.0000
8.6790,8.5859,1.0000
9.5147,7.8542,1.0000
8.2546,7.8581,1.0000
8.0681,8.0167,1.0000
7.3465,13.6546,1.0000
6.3122,5.6532,1.0000
6.4087,6.5799,1.0000
8.0229,10.8619,1.0000
11.3768,8.4746,1.0000
3.0036,8.7687,1.0000
5.3787,6.9986,1.0000
5.7006,8.8512,1.0000
6.7468,9.5442,1.0000
8.9546,7.5199,1.0000
8.1611,9.8348,1.0000
7.2557,9.8312,1.0000
7.9614,8.5388,1.0000
9.5985,10.6631,1.0000
9.0416,8.1167,1.0000
9.4414,4.9091,1.0000
11.2779,5.3490,1.0000
9.8074,6.8717,1.0000
9.0145,7.7669,1.0000
8.6072,6.3984,1.0000
3.6787,8.8133,1.0000
6.7990,6.7027,1.0000
6.5494,11.9688,1.0000
6.8356,8.6536,1.0000
5.6791,11.0462,1.0000
6.8875,2.7987,1.0000
13.4239,5.8037,1.0000
10.6179,9.4661,1.0000
9.3044,7.5370,1.0000
8.3784,10.4479,1.0000
7.3981,8.5026,1.0000
9.8566,8.1668,1.0000
7.1500,10.9034,1.0000
8.6834,7.7497,1.0000
6.4482,5.9888,1.0000
9.7876,9.8985,1.0000
3.6586,6.7690,1.0000
9.9298,12.8486,1.0000
12.3007,9.8837,1.0000
10.7467,6.9452,1.0000
9.5491,5.5257,1.0000
6.8762,8.6419,1.0000
12.3359,9.4959,1.0000
8.5477,7.6598,1.0000
5.3551,9.2057,1.0000
7.3018,8.4781,1.0000
6.2213,8.2425,1.0000
4.9259,9.0078,1.0000
10.6395,9.8279,1.0000
12.2276,8.6491,1.0000
9.0107,9.0297,1.0000
6.2405,12.3065,1.0000
9.9772,7.5143,1.0000
6.1943,9.1630,1.0000
9.7151,8.2758,1.0000
8.3721,7.6238,1.0000
7.9945,10.6703,1.0000
10.8012,4.9996,1.0000
8.2778,5.5918,1.0000
5.3286,9.1719,1.0000
6.3169,1.6933,1.0000
9.2903,10.5643,1.0000
12.0776,7.2074,1.0000
10.8909,2.7580,1.0000
5.9132,9.0379,1.0000
8.9431,10.6408,1.0000
9.9134,7.8369,1.0000
11.0585,9.3730,1.0000
11.4342,6.3914,1.0000
8.6005,7.1408,1.0000
9.6118,7.5609,1.0000
7.4963,5.3470,1.0000
8.6164,10.2310,1.0000
10.0164,1.9679,1.0000
4.7607,12.0103,1.0000
7.6247,7.7021,1.0000
10.3307,8.3933,1.0000
6.7348,7.5803,1.0000
11.7943,5.2372,1.0000
10.6024,7.3752,1.0000
7.4575,11.7258,1.0000
6.7143,9.6701,1.0000
7.2739,5.1359,1.0000
7.6680,10.3379,1.0000
7.6282,9.0988,1.0000
8.3771,8.0937,1.0000
7.1650,8.2636,1.0000
3.9342,7.1034,1.0000
4.3921,8.5394,1.0000
8.7093,6.4079,1.0000
9.6026,8.7917,1.0000
8.5871,7.2772,1.0000
8.9456,10.1084,1.0000
6.6791,6.3663,1.0000
10.3780,3.3631,1.0000
2.7654,4.3705,1.0000
8.3635,8.3047,1.0000
8.9930,8.1520,1.0000
11.0748,11.1516,1.0000
10.3180,5.6884,1.0000
8.7272,6.2676,1.0000
6.9986,5.9533,1.0000
8.0214,9.0882,1.0000
8.1574,5.6133,1.0000
4.9479,6.4758,1.0000
6.4447,9.5685,1.0000
7.3614,7.6227,1.0000
7.6861,10.1937,1.0000
11.2722,8.8541,1.0000
7.5034,10.8050,1.0000
8.8765,7.1578,1.0000
10.0211,8.4145,1.0000
5.1319,9.2538,1.0000
8.5997,4.2867,1.0000
3.6979,8.2726,1.0000
9.3667,9.2172,1.0000
5.2780,7.3060,1.0000
9.3332,4.9285,1.0000
8.1706,8.4267,1.0000
9.8475,3.0922,1.0000
8.2900,12.0362,1.0000
6.7576,7.3675,1.0000
9.9080,6.4737,1.0000
10.3139,9.0811,1.0000
4.8519,8.2012,1.0000
5.0820,9.9051,1.0000
4.6387,4.3765,1.0000
5.7254,6.3939,1.0000
10.6299,7.9635,1.0000
8.5820,10.1498,1.0000
6.6044,6.8433,1.0000
6.3051,9.5698,1.0000
11.2666,8.5175,1.0000
6.7534,6.9593,1.0000
5.7754,9.4623,1.0000
5.8741,7.4907,1.0000
5.6621,4.2011,1.0000
2.9201,6.2201,1.0000
8.4362,7.3644,1.0000
7.5529,5.8572,1.0000
6.1366,5.8646,1.0000
8.4225,12.0953,1.0000
7.7273,5.2614,1.0000
10.5452,6.0029,1.0000
9.1151,7.1147,1.0000
8.1622,14.8653,1.0000
6.5049,6.8266,1.0000
8.7505,7.9561,1.0000
7.1879,6.6232,1.0000
9.1810,10.1548,1.0000
6.0958,5.7271,1.0000
11.6598,5.1497,1.0000
9.4307,8.8783,1.0000
5.7941,9.5190,1.0000
5.7936,5.8209,1.0000
5.2209,9.6686,1.0000
7.1013,10.1705,1.0000
6.3797,9.2293,1.0000
10.8148,7.8280,1.0000
5.7491,7.3149,1.0000
10.5135,9.4782,1.0000
7.2280,4.5113,1.0000
9.4311,11.2618,1.0000
11.2972,8.8656,1.0000
7.6179,6.4278,1.0000
6.8548,4.7005,1.0000
12.2691,7.9461,1.0000
12.7688,7.8510,1.0000
4.7634,11.7231,1.0000
6.2803,7.1242,1.0000
11.2971,10.9175,1.0000
3.9476,8.0021,1.0000
5.8209,9.0783,1.0000
11.6244,6.9650,1.0000
10.9864,6.1427,1.0000
12.3445,6.3487,1.0000
7.0733,8.5939,1.0000
5.1988,11.0992,1.0000
5.8600,9.2279,1.0000
5.4217,8.2196,1.0000
7.9789,7.2235,1.0000
8.9784,5.7663,1.0000
11.0437,8.4049,1.0000
2.4171,12.0111,1.0000
8.9054,11.1071,1.0000
7.6461,3.4748,1.0000
7.1606,5.5479,1.0000
7.9230,7.0345,1.0000
8.4180,4.4712,1.0000
8.1076,7.0808,1.0000
9.2670,4.6154,1.0000
7.1499,11.3168,1.0000
5.6379,9.4761,1.0000
10.6610,7.9798,1.0000
